URS0000811879_10090	GO:0008150	1.1862979922489144e-14	2.6501012419888554e-13
URS0000811879_10090	GO:1903489	1.0444307148135653e-06	1.22274754516939e-05
URS00009C60AA_10090	GO:0006357	0.0	0.0
URS0000762912_10090	GO:0001578	6.717292414550716e-08	1.050779341675077e-06
URS0000762912_10090	GO:0016192	3.3580658336367294e-07	4.490106639665185e-06
URS0000762912_10090	GO:0008104	8.057965239561624e-07	9.780146409616992e-06
URS000075F36E_10090	GO:0048240	1.160032722909318e-09	2.2451248377223767e-08
URS000075F36E_10090	GO:0019538	0.0001298526552860615	0.0010812456214170326
URS000075F36E_10090	GO:0007140	3.52272062563143e-06	3.6677695523307576e-05
URS000075F36E_10090	GO:0051100	1.6794198388211324e-07	2.3946129790876235e-06
URS00008C42A4_10090	GO:0070936	0.0	0.0
URS00009B768F_10090	GO:0008150	3.645352536233416e-11	7.4702196642807e-10
URS00009B768F_10090	GO:0050896	4.16259214907186e-08	6.896500105722921e-07
URS0000A99300_10090	GO:0001932	0.0	0.0
URS0000A99300_10090	GO:0016192	0.0	0.0
URS000075EEAF_10090	GO:0050896	0.010272098240373116	0.08198438081076215
URS000075EEAF_10090	GO:0007165	0.007872301821281555	0.06286988840379316
URS000075EEAF_10090	GO:0007281	0.00013277680868430488	0.0011048804566065756
URS000075EEAF_10090	GO:0008104	6.284608373616762e-11	1.2716958991262874e-09
URS000075EEAF_10090	GO:0007066	0.0	0.0
URS000075EEAF_10090	GO:0007065	0.0	0.0
URS000075EEAF_10090	GO:0007128	7.837292581113488e-07	9.53025844730754e-06
URS00008C435B_10090	GO:0010468	8.60613378776918e-06	8.429400474096943e-05
URS00008C435B_10090	GO:0002376	2.0510285304455862e-06	2.259593533718085e-05
URS00008C435B_10090	GO:0010628	5.596131613533957e-07	7.1631316460978415e-06
URS00008C435B_10090	GO:0007608	1.1855692742021485e-06	1.3817080626641409e-05
URS00008C435B_10090	GO:0050877	4.300652103311324e-09	7.987655486100611e-08
URS00008C435B_10090	GO:0002682	1.1195164907320963e-07	1.6936956958277519e-06
URS0000760251_10090	GO:0007340	2.46314909697416e-07	3.3668478563517004e-06
URS0000760251_10090	GO:0006928	3.33544069133711e-05	0.000296708044062572
URS0000760251_10090	GO:0003356	0.0	0.0
URS000075E757_10090	GO:0006606	6.381795387720133e-07	8.001920725516362e-06
URS000075E757_10090	GO:0045087	3.825328748304084e-06	3.938301119034881e-05
URS000075E757_10090	GO:0006996	1.669244620506563e-08	2.9842087813369177e-07
URS000075DFEA_10090	GO:0008152	1.00802510772441e-05	9.703652957414574e-05
URS0000763933_10090	GO:0006508	5.657191171999645e-05	0.0004890662515118362
URS0000763933_10090	GO:0045087	1.4770383125631196e-06	1.6938304374628552e-05
URS0000763933_10090	GO:0000122	7.38731911672185e-07	9.02565822016069e-06
URS0000763933_10090	GO:0045892	3.6904691580537106e-06	3.819090852293062e-05
URS0000763933_10090	GO:0043066	2.4610215431579506e-06	2.6479091526725308e-05
URS0000763933_10090	GO:0140013	1.6210025596851887e-05	0.00015042704985883442
URS0000811BDC_10090	GO:0008150	0.0	0.0
URS0000BDD923_10090	GO:0006355	9.489547390567935e-06	9.17613581720349e-05
URS000077CEAE_10090	GO:0008150	0.0	0.0
URS000077CEAE_10090	GO:0030261	0.0	0.0
URS0000811BA0_10090	GO:0030154	0.0	0.0
URS00009C5616_10090	GO:0007286	0.004653086282782752	0.03722974390173212
URS00009C5616_10090	GO:0007275	1.4235031724047973e-07	2.0993821008403245e-06
URS00009C5616_10090	GO:0042742	0.000536089964120648	0.004337768640057238
URS00009C5616_10090	GO:0050896	3.860554209627977e-151	9.249363826980135e-150
URS00009BEE84_10090	GO:0007276	1.3298085242119145e-05	0.00012466108363460923
URS000077936C_10090	GO:0006511	1.063571581047731e-05	0.00010207871516557404
URS000077936C_10090	GO:0008152	2.0644608982415423e-05	0.0001903460958727079
URS000077936C_10090	GO:0051607	0.0	0.0
URS000077936C_10090	GO:0019221	0.0	0.0
URS000077F1DE_10090	GO:0007608	0.0	0.0
URS0000811720_10090	GO:0030216	6.267667372411397e-07	7.912699658126785e-06
URS0000811720_10090	GO:0007165	1.1006293332470725e-07	1.6809048099880293e-06
URS00007683A7_10090	GO:0022617	0.0	0.0
